ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price,Mileage,Engine Power,Purchased Date,Car Sale Status,Sold Date,Purchased Price,Sold Price,Margin,Sales Agent Name,Sales Rating,Sales Commission,Feedback
JCM4JZ,Olx,North Carolina,Plato,Prazo,Convertible,White,Automatic,4,5,Electric,2023,10100,45025,92,2017-03-23,Un Sold,,8294,,,Agent E,4,0,Good
G37BWR,Carro,California,i20,Hyundai,Hatchback,White,Manual,5,5,Hybrid,2021,7300,8880,90,2022-06-22,Un Sold,,6063,,,Agent C,2,0,Good
F5C8SP,Ahg,Texas,Thar,Mahindra,SUV,Blue,Manual,5,2,Hybrid,2024,8500,53078,99,2019-06-29,Un Sold,,7598,,,Agent D,2,0,Good
9PT3KR,Carsome,Oklahoma,Dzire,Maruti,Sedan,Black,Manual,5,4,Electric,2018,8600,61346,101,2018-04-02,Un Sold,,7204,,,Agent C,3,0,Average
HJWMAE,Carmix,Chicago,Hilux,Toyota,Truck,Blue,Manual,2,4,Electric,2024,8500,47632,107,2019-01-21,Un Sold,,7281,,,Agent E,5,0,Excellent
IX0SHA,Skipper,Philadelphia,Swift,Maruti,Sedan,Red,Manual,7,2,Petrol,2018,7100,135980,105,2020-08-11,Un Sold,,5225,,,Agent B,5,0,Good
DUI0KP,Ahg,North Carolina,Yodha,Tata,Truck,Blue,Manual,2,2,Hybrid,2023,8100,33902,90,2021-10-28,Un Sold,,6674,,,Agent A,2,0,Poor
CRZ7ZJ,APE,Chicago,Swift,Maruti,Sedan,White,Manual,2,4,Hybrid,2018,8100,72756,104,2021-12-19,Sold,2022-06-25,6709,6706,-0.044716053063049634,Agent C,4,0,Excellent
ACC40A,Carsome,San Jose,Dzire,Maruti,Sedan,Black,Automatic,5,2,Petrol,2018,7100,20919,96,2021-03-27,Un Sold,,5269,,,Agent B,3,0,Excellent
F7VNZD,Carousell,Madison,Thar,Mahindra,SUV,Blue,Manual,4,4,Diesel,2016,8400,27837,104,2015-05-08,Un Sold,,7035,,,Agent C,1,0,Excellent
7QUS02,Carro,Tucson,Swift,Maruti,Sedan,Gray,Manual,5,5,Electric,2019,8500,33397,99,2018-01-14,Un Sold,,6820,,,Agent C,3,0,Good
ZZ7Q23,Carmix,Tennessee,Creta,Hyundai,Hatchback,Blue,Manual,5,4,Diesel,2024,6100,10931,108,2024-03-20,Un Sold,,4503,,,Agent B,1,0,Good
J7HXF2,Carsome,North Carolina,i20,Hyundai,Hatchback,White,Manual,5,4,Diesel,2016,6900,51509,108,2016-01-06,Un Sold,,5950,,,Agent E,2,0,Good
MXVVW5,Trivett,Madison,Kags,Renault,SUV,Gray,Manual,5,5,Hybrid,2015,9400,60703,101,2020-07-17,Un Sold,,8002,,,Agent A,1,0,Excellent
YQ6XK3,Trust,Tucson,Seltos,Kia,Hatchback,Blue,Automatic,4,2,Electric,2022,7700,835318,90,2017-10-08,Un Sold,,6607,,,Agent E,2,0,Good
CG0XC3,Olx,North Carolina,Seltos,Kia,Hatchback,Gray,Automatic,4,2,Hybrid,2016,7800,51962,93,2017-01-05,Sold,2021-09-13,6422,6410,-0.18685767673621925,Agent A,5,0,Poor
Q7SHNH,Carro,Portland,Kags,Renault,SUV,Red,Manual,7,4,Petrol,2022,7700,73687,315,2016-09-14,Sold,2017-06-22,6059,6069,0.1650437365901964,Agent E,1,0.02,Excellent
9GZLVF,Kamkar,Madison,Yodha,Tata,Truck,Blue,Automatic,5,2,Hybrid,2015,8900,7750,108,2024-10-11,Un Sold,,7591,,,Agent E,1,0,Excellent
GBZA4S,Trivett,Tucson,i20,Hyundai,Hatchback,Black,Manual,4,4,Diesel,2018,6700,69626,99,2016-07-01,Un Sold,,5155,,,Agent B,5,0,Good
NRQZLZ,Carousell,New York,i20,Hyundai,Hatchback,Blue,Manual,5,2,Diesel,2023,6200,54472,109,2023-04-11,Un Sold,,4234,,,Agent B,5,0,Good
2GN72N,Kamkar,Detroit,Fortuner,Toyota,SUV,Red,Automatic,4,4,Petrol,2023,7600,613095,206,2018-04-26,Un Sold,,6116,,,Agent D,5,0,Excellent
GPYPJJ,Motor,Madison,Scorpio,Mahindra,SUV,Blue,Automatic,4,2,Petrol,2020,7900,20421,109,2021-01-31,Un Sold,,6716,,,Agent B,3,0,Good
SUO35Y,Marchi,Tennessee,Plato,Prazo,Convertible,Black,Manual,4,2,Hybrid,2015,10400,48435,99,2017-11-07,Un Sold,,8443,,,Agent A,4,0,Excellent
47FZVP,APE,Philadelphia,Etriga,Maruti,Hatchback,White,Automatic,5,5,Electric,2015,8400,43667,266,2021-09-07,Un Sold,,6959,,,Agent C,5,0,Average
6YVAVE,Knox,North Carolina,Fortuner,Toyota,SUV,Blue,Manual,4,4,Hybrid,2021,8800,4716,93,2022-11-22,Un Sold,,8193,,,Agent E,2,0,Excellent
SAXXW8,Oto,Denver,Yodha,Tata,Truck,Black,Manual,7,4,Electric,2015,9400,24963,92,2021-03-08,Sold,2024-08-01,7679,7673,-0.07813517385076181,Agent A,2,0,Poor
22FY1I,Zupps,Tucson,Yodha,Tata,Truck,White,Manual,4,5,Hybrid,2019,8500,44893,110,2015-04-14,Un Sold,,6963,,,Agent B,1,0,Excellent
VSOP2I,Carsome,Columbus,Dzire,Maruti,Sedan,Red,Automatic,5,4,Diesel,2022,6800,21040,102,2020-05-20,Un Sold,,5033,,,Agent D,4,0,Poor
LGTW5K,Kamkar,Denver,Plato,Prazo,Convertible,Red,Manual,5,4,Diesel,2024,8600,627362,99,2022-10-17,Sold,2024-11-23,7001,6997,-0.057134695043565206,Agent A,4,0,Excellent
S5I9E4,Motor,California,Creta,Hyundai,Hatchback,Black,Automatic,5,2,Diesel,2023,6200,19077,107,2019-09-26,Un Sold,,5629,,,Agent D,4,0,Excellent
B5ZM97,APE,Texas,Thar,Mahindra,SUV,Red,Automatic,4,4,Diesel,2022,7800,65920,103,2020-10-04,Un Sold,,6541,,,Agent A,1,0,Excellent
SLXSAW,Oto,Texas,Hilux,Toyota,Truck,Gray,Manual,4,2,Hybrid,2017,8700,20489,103,2019-10-21,Un Sold,,7145,,,Agent D,4,0,Poor
D9JRYQ,Knox,Tucson,Yodha,Tata,Truck,White,Automatic,5,4,Diesel,2021,7400,23113,91,2020-08-26,Un Sold,,5499,,,Agent C,5,0,Poor
V96QDU,Trivett,San Jose,Dzire,Maruti,Sedan,Red,Manual,5,4,Electric,2019,8500,15228,96,2020-12-13,Un Sold,,6889,,,Agent C,3,0,Good
NFV0XO,APE,Chicago,Yodha,Tata,Truck,Black,Automatic,4,4,Petrol,2021,7300,61480,97,2021-03-12,Sold,2023-07-23,6648,6656,0.12033694344163659,Agent D,4,0.016,Average
HBH3QT,Carmix,Oklahoma,Yodha,Tata,Truck,Red,Automatic,5,2,Hybrid,2019,8500,8113,100,2016-07-28,Un Sold,,7123,,,Agent E,3,0,Excellent
0VBH53,Cars24,Oklahoma,Seltos,Kia,Hatchback,Red,Automatic,5,4,Petrol,2021,6300,29748,110,2022-09-28,Un Sold,,5376,,,Agent D,4,0,Good
XJ4D7P,Carsome,Oklahoma,Seltos,Kia,Hatchback,Black,Automatic,5,4,Diesel,2020,6500,71370,104,2024-11-20,Un Sold,,5416,,,Agent E,4,0,Good
Z1IDUK,Ahg,Columbus,Plato,Prazo,Convertible,Black,Manual,4,4,Electric,2018,10600,783685,90,2017-08-27,Un Sold,,8766,,,Agent B,1,0,Good
7Y3C0Q,Marchi,New York,Thar,Mahindra,SUV,Blue,Manual,5,4,Hybrid,2018,9100,55797,107,2021-11-27,Un Sold,,7702,,,Agent A,5,0,Excellent
CW41PH,Carsome,Florida,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Hybrid,2018,7600,29097,105,2024-11-28,Un Sold,,6060,,,Agent C,2,0,Excellent
Q0E6ZX,Oto,Texas,Creta,Hyundai,Hatchback,Red,Manual,4,4,Petrol,2022,6200,18965,96,2024-11-09,Sold,2024-04-26,5241,5246,0.09540164090822362,Agent C,1,0.01,Excellent
IGDKO1,Oto,Chicago,Creta,Hyundai,Hatchback,Blue,Manual,4,4,Electric,2019,8000,59251,107,2022-03-13,Un Sold,,7290,,,Agent C,2,0,Good
RZH1XH,Marchi,Madison,Dzire,Maruti,Sedan,Blue,Automatic,4,4,Diesel,2024,6600,17449,90,2015-03-25,Un Sold,,4976,,,Agent E,5,0,Good
IPQ62K,Nufor,California,Fortuner,Toyota,SUV,Black,Automatic,5,2,Diesel,2022,7800,957635,95,2015-04-03,Un Sold,,6408,,,Agent E,2,0,Excellent
ZDPK39,Kamkar,Philadelphia,Hilux,Toyota,Truck,Red,Manual,4,4,Electric,2021,8800,69439,92,2016-03-09,Un Sold,,6848,,,Agent B,3,0,Average
EOIUGD,Carousell,Tennessee,Creta,Hyundai,Hatchback,Red,Automatic,4,5,Hybrid,2024,7000,54409,105,2018-12-31,Un Sold,,5862,,,Agent E,3,0,Good
7TAOG1,Nufor,New York,Dzire,Maruti,Sedan,Blue,Manual,5,4,Diesel,2016,7400,34304,164,2020-08-31,Un Sold,,6260,,,Agent D,3,0,Excellent
ITGILW,Kamkar,Tucson,Seltos,Kia,Hatchback,Red,Automatic,4,4,Hybrid,2020,7400,16997,93,2018-12-13,Un Sold,,5836,,,Agent A,1,0,Good
7MCIH3,Sobri,North Carolina,Plato,Prazo,Convertible,Blue,Automatic,4,2,Petrol,2015,9400,73383,201,2022-01-24,Sold,2022-04-25,7613,7600,-0.1707605411795613,Agent D,1,0,Excellent
H3EJHE,Trivett,San Jose,Plato,Prazo,Convertible,Gray,Automatic,5,4,Diesel,2023,8700,13750,108,2015-02-26,Sold,2022-11-01,7546,7533,-0.17227670288894778,Agent D,2,0,Good
SDEX65,Kamkar,Oklahoma,Swift,Maruti,Sedan,Gray,Manual,7,5,Petrol,2022,6700,25263,95,2019-03-11,Un Sold,,5338,,,Agent E,3,0,Excellent
1W31D8,Skipper,Texas,Hilux,Toyota,Truck,Blue,Automatic,2,5,Hybrid,2019,8500,72087,100,2019-06-02,Un Sold,,7295,,,Agent E,1,0,Excellent
SVVNQI,Carmix,California,Creta,Hyundai,Hatchback,White,Manual,5,4,Diesel,2016,6900,32401,109,2022-10-29,Sold,2023-03-28,6094,6087,-0.11486708237610765,Agent D,3,0,Good
GY0ELV,Nufor,Portland,Fortuner,Toyota,SUV,White,Automatic,5,5,Hybrid,2021,8800,39245,101,2019-05-27,Un Sold,,6924,,,Agent E,3,0,Good
BMJM44,Motor,Madison,Dzire,Maruti,Sedan,Black,Manual,5,4,Electric,2021,8300,63382,107,2024-08-04,Sold,2024-09-02,7231,7241,0.13829345871940257,Agent E,3,0.02,Good
6OCBVY,Zupps,Philadelphia,Etriga,Maruti,Hatchback,Gray,Automatic,5,4,Electric,2017,8200,733205,202,2023-03-19,Un Sold,,7672,,,Agent C,3,0,Good
ORJT30,Nufor,Detroit,i20,Hyundai,Hatchback,Black,Automatic,4,4,Diesel,2018,6700,13154,102,2020-06-24,Un Sold,,6075,,,Agent A,3,0,Excellent
DZX45E,Automart,San Jose,Yodha,Tata,Truck,Blue,Automatic,4,5,Petrol,2017,7700,14461,146,2021-12-23,Un Sold,,6900,,,Agent C,5,0,Good
R4O2J2,Cars24,Philadelphia,i20,Hyundai,Hatchback,White,Manual,4,2,Diesel,2022,6300,75329,118,2017-06-24,Un Sold,,4331,,,Agent B,4,0,Average
XZGVLJ,APE,Florida,Seltos,Kia,Hatchback,Blue,Manual,5,2,Diesel,2015,7000,56248,110,2021-11-16,Un Sold,,5402,,,Agent E,4,0,Excellent
FV4JXH,Trust,Tucson,Creta,Hyundai,Hatchback,Red,Manual,5,4,Diesel,2022,6300,37555,99,2017-11-28,Un Sold,,4527,,,Agent D,5,0,Excellent
5DE1KF,Marchi,North Carolina,Creta,Hyundai,Hatchback,White,Automatic,4,4,Petrol,2015,6900,9265,90,2021-09-05,Un Sold,,5368,,,Agent A,2,0,Poor
9V1DWE,Sobri,Portland,Etriga,Maruti,Hatchback,White,Automatic,4,5,Diesel,2023,6200,70785,103,2017-11-14,Un Sold,,5218,,,Agent B,5,0,Good
WWTXVF,Carro,Utah,Scorpio,Mahindra,SUV,Blue,Manual,4,4,Diesel,2024,7600,45686,104,2023-09-03,Un Sold,,5979,,,Agent A,3,0,Good
1F6F6P,Knox,Chicago,Fortuner,Toyota,SUV,White,Automatic,5,2,Diesel,2017,8300,873185,102,2020-01-17,Un Sold,,7140,,,Agent C,3,0,Good
AZY6K8,Ahg,Denver,Seltos,Kia,Hatchback,Gray,Manual,5,5,Diesel,2018,6700,60645,102,2023-02-06,Un Sold,,6108,,,Agent B,5,0,Good
N4AGGB,Automart,Florida,Yodha,Tata,Truck,Gray,Automatic,5,4,Petrol,2017,7700,18064,110,2015-03-26,Un Sold,,6964,,,Agent B,1,0,Excellent
1X8BG5,Carmudi,New York,Scorpio,Mahindra,SUV,Red,Manual,4,4,Electric,2024,9000,424281,90,2015-07-07,Sold,2017-03-30,8036,8038,0.024888003982080638,Agent A,4,0.004,Good
5SKU3H,Kamkar,California,Dzire,Maruti,Sedan,Black,Automatic,5,4,Hybrid,2017,8200,563683,205,2023-12-17,Un Sold,,6212,,,Agent C,1,0,Poor
OUKJF6,Automart,New York,Kags,Renault,SUV,Blue,Automatic,5,2,Petrol,2023,7600,10068,99,2021-02-01,Un Sold,,6509,,,Agent D,2,0,Good
9U22RQ,Carsome,Philadelphia,i20,Hyundai,Hatchback,Blue,Automatic,4,4,Diesel,2022,6300,22620,105,2017-12-17,Un Sold,,5356,,,Agent B,4,0,Excellent
40CWT7,Sobri,Denver,Yodha,Tata,Truck,Red,Automatic,2,4,Hybrid,2024,8000,28284,106,2020-03-24,Sold,2023-06-09,6474,6464,-0.15446400988569664,Agent D,1,0,Average
2A1I1A,Kamkar,Columbus,Swift,Maruti,Sedan,Black,Manual,5,4,Diesel,2024,6600,40388,96,2015-12-14,Un Sold,,4848,,,Agent E,4,0,Poor
6LZ959,Carmudi,Detroit,Seltos,Kia,Hatchback,Gray,Automatic,4,2,Petrol,2024,6000,66743,148,2017-05-28,Un Sold,,4922,,,Agent C,1,0,Excellent
LUZFJY,Carmudi,North Carolina,Creta,Hyundai,Hatchback,Black,Automatic,5,4,Petrol,2017,6700,36821,101,2019-01-30,Sold,2021-07-27,5315,5301,-0.2634054562558796,Agent A,5,0,Good
LPBBDW,Cars24,North Carolina,Fortuner,Toyota,SUV,Blue,Automatic,4,2,Petrol,2020,7900,60494,102,2019-11-18,Un Sold,,6716,,,Agent D,1,0,Average
J1N3SW,Carsome,Philadelphia,Fortuner,Toyota,SUV,White,Automatic,4,2,Petrol,2021,7800,141786,102,2016-03-25,Un Sold,,5959,,,Agent B,4,0,Excellent
Y1K9WU,Oto,New York,Thar,Mahindra,SUV,Black,Automatic,2,4,Electric,2017,9700,19592,100,2018-08-29,Sold,2022-07-20,8226,8224,-0.024313153415998056,Agent E,5,0,Excellent
KFTIDC,Carsome,North Carolina,i20,Hyundai,Hatchback,Black,Manual,4,4,Electric,2021,7800,337510,97,2018-08-16,Un Sold,,6778,,,Agent E,3,0,Average
ESRF1L,Carsome,Florida,Dzire,Maruti,Sedan,Red,Automatic,4,4,Diesel,2021,6900,54620,91,2016-11-06,Sold,2021-04-04,6392,6400,0.1251564455569462,Agent A,5,0.016,Excellent
JF48RC,Nufor,North Carolina,Kags,Renault,SUV,Blue,Automatic,7,4,Hybrid,2020,8900,38535,103,2015-08-22,Sold,2018-02-19,7474,7466,-0.10703773080010703,Agent B,4,0,Excellent
RFQJ62,Olx,Columbus,Kags,Renault,SUV,Red,Manual,2,5,Electric,2024,9000,74104,92,2016-02-21,Un Sold,,8169,,,Agent D,3,0,Excellent
OIWCJI,Ahg,Columbus,Swift,Maruti,Sedan,White,Automatic,5,4,Petrol,2017,7200,41245,110,2019-10-24,Un Sold,,6384,,,Agent D,1,0,Poor
3YBPJ4,Carsome,North Carolina,Kags,Renault,SUV,Gray,Manual,5,5,Petrol,2023,7600,5173,200,2015-11-30,Sold,2018-04-19,5825,5820,-0.08583690987124463,Agent D,2,0,Excellent
H6Q4SL,Carmudi,Madison,Dzire,Maruti,Sedan,Black,Manual,4,5,Electric,2016,8800,46298,98,2024-01-12,Un Sold,,8182,,,Agent D,2,0,Good
NNQ3CS,Automart,Tennessee,Hilux,Toyota,Truck,Red,Automatic,5,5,Hybrid,2024,8000,33012,97,2015-05-12,Un Sold,,6105,,,Agent C,1,0,Good
MVC61X,Knox,Philadelphia,Fortuner,Toyota,SUV,Blue,Manual,5,2,Petrol,2017,8200,35686,108,2015-05-06,Un Sold,,6200,,,Agent B,4,0,Good
ER4S8X,Motor,North Carolina,Thar,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2016,9300,27365,91,2015-05-29,Un Sold,,8460,,,Agent D,3,0,Average
8DOV4O,Motor,Texas,Dzire,Maruti,Sedan,Black,Automatic,2,4,Electric,2017,8700,494044,201,2021-09-22,Un Sold,,7675,,,Agent A,3,0,Good
NQ7NGE,Oto,Utah,i20,Hyundai,Hatchback,Red,Automatic,4,4,Petrol,2017,6700,9304,94,2022-05-27,Un Sold,,5814,,,Agent E,3,0,Good
YR511S,Zupps,Detroit,Creta,Hyundai,Hatchback,Red,Manual,7,4,Diesel,2015,7000,59505,102,2024-01-11,Un Sold,,5778,,,Agent B,2,0,Good
DCJ2MS,Automart,San Jose,Plato,Prazo,Convertible,Red,Manual,5,2,Diesel,2023,8700,67428,92,2019-01-08,Sold,2023-05-28,7338,7345,0.09539384028345599,Agent A,5,0.014,Good
9N5314,Ahg,Oklahoma,i20,Hyundai,Hatchback,Red,Automatic,4,4,Electric,2015,8400,11090,91,2022-01-25,Un Sold,,6465,,,Agent C,1,0,Good
S7RTPH,APE,Texas,i20,Hyundai,Hatchback,Red,Automatic,4,4,Petrol,2015,6900,56567,105,2017-01-22,Sold,2019-08-08,5317,5314,-0.05642279480910288,Agent E,1,0,Poor
4JX54S,Trust,North Carolina,Hilux,Toyota,Truck,Red,Manual,2,4,Electric,2019,9000,69842,98,2021-07-20,Un Sold,,7030,,,Agent D,2,0,Poor
05QN5J,Automart,California,Yodha,Tata,Truck,Gray,Automatic,2,4,Petrol,2023,7100,9888,99,2015-10-23,Un Sold,,6326,,,Agent A,3,0,Excellent
4SDGXA,Trivett,North Carolina,Yodha,Tata,Truck,Red,Automatic,4,5,Hybrid,2016,8800,52525,92,2020-08-09,Un Sold,,7411,,,Agent B,4,0,Excellent
XJMS9Q,Carsome,Tennessee,Thar,Mahindra,SUV,White,Automatic,5,4,Diesel,2023,7700,4587,148,2020-02-01,Un Sold,,6295,,,Agent C,2,0,Good
BZMNGG,Carousell,Chicago,Seltos,Kia,Hatchback,White,Automatic,5,2,Hybrid,2021,7300,34421,110,2018-02-19,Sold,2022-04-14,5428,5430,0.036845983787767135,Agent E,2,0.004,Excellent
CI762D,Trust,Tennessee,Yodha,Tata,Truck,Gray,Manual,4,4,Petrol,2017,7700,67012,298,2022-01-28,Un Sold,,6730,,,Agent E,4,0,Excellent
H6Z345,Olx,Texas,Thar,Mahindra,SUV,Gray,Manual,4,4,Petrol,2018,8100,404535,101,2016-01-27,Sold,2016-11-02,7385,7399,0.18957345971563982,Agent A,3,0.028,Excellent
PB6G9V,Zupps,Tucson,Etriga,Maruti,Hatchback,Red,Manual,4,5,Diesel,2018,6700,56879,108,2020-11-03,Un Sold,,5059,,,Agent D,5,0,Excellent
0MAFPM,Cars24,Texas,Etriga,Maruti,Hatchback,Blue,Manual,2,2,Petrol,2020,6400,52956,102,2015-08-07,Un Sold,,4571,,,Agent D,1,0,Excellent
D3R5C9,Nufor,Chicago,Swift,Maruti,Sedan,Blue,Automatic,4,2,Electric,2016,8800,23506,110,2021-04-28,Un Sold,,6937,,,Agent A,3,0,Good
JYHFMV,Skipper,Tucson,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Electric,2017,8200,68160,92,2023-06-16,Un Sold,,6206,,,Agent B,3,0,Excellent
X4Y297,Carmudi,Utah,Fortuner,Toyota,SUV,Gray,Manual,7,4,Electric,2020,9400,1733,91,2024-09-16,Un Sold,,7993,,,Agent E,5,0,Excellent
G5VBFU,Cars24,Utah,Yodha,Tata,Truck,Black,Manual,5,4,Diesel,2021,7400,11089,104,2023-05-21,Un Sold,,6108,,,Agent B,5,0,Excellent
5P16VW,Nufor,Oklahoma,Dzire,Maruti,Sedan,Red,Manual,5,4,Electric,2019,8500,55701,97,2022-08-15,Un Sold,,7310,,,Agent E,3,0,Excellent
N08O4H,Trivett,North Carolina,Thar,Mahindra,SUV,Blue,Manual,2,4,Hybrid,2021,8800,14802,95,2016-08-01,Un Sold,,8035,,,Agent D,5,0,Excellent
6UTXAJ,Ahg,Oklahoma,Fortuner,Toyota,SUV,Red,Manual,4,4,Electric,2015,9900,65072,96,2017-05-14,Un Sold,,8995,,,Agent E,3,0,Average
DXLLAL,Ahg,California,Dzire,Maruti,Sedan,Red,Automatic,5,4,Petrol,2015,7400,55009,110,2024-07-18,Un Sold,,6131,,,Agent E,1,0,Good
A8ZTHN,Knox,Florida,Kags,Renault,SUV,Blue,Automatic,5,2,Petrol,2020,7900,57814,104,2023-09-16,Un Sold,,6537,,,Agent A,5,0,Excellent
FFIRQJ,Kamkar,Chicago,Kags,Renault,SUV,Black,Manual,5,5,Electric,2019,9500,12480,107,2020-12-11,Un Sold,,8987,,,Agent A,1,0,Excellent
N2IWNQ,Carousell,Columbus,Creta,Hyundai,Hatchback,Blue,Automatic,4,4,Hybrid,2015,7900,1865,101,2018-11-05,Un Sold,,7397,,,Agent D,3,0,Average
QMMV45,Trivett,Oklahoma,Scorpio,Mahindra,SUV,Black,Automatic,4,4,Electric,2021,9300,40030,97,2024-06-04,Un Sold,,7640,,,Agent E,4,0,Excellent
B2QZED,Automart,New York,Seltos,Kia,Hatchback,Red,Manual,4,4,Petrol,2017,6700,44109,93,2016-08-14,Un Sold,,6009,,,Agent E,1,0,Excellent
J6C68B,Ahg,North Carolina,Thar,Mahindra,SUV,Black,Automatic,5,2,Hybrid,2018,9100,67812,109,2024-12-13,Sold,2024-12-07,8116,8110,-0.07392804337111877,Agent E,5,0,Average
UE4R75,Zupps,Denver,Scorpio,Mahindra,SUV,Red,Automatic,7,2,Hybrid,2016,9300,19626,96,2015-02-26,Un Sold,,8620,,,Agent E,1,0,Good
C1JNHD,Olx,Columbus,Kags,Renault,SUV,Blue,Manual,5,4,Hybrid,2016,9300,4691,108,2017-10-02,Un Sold,,8216,,,Agent C,5,0,Excellent
5QB5T9,Trust,North Carolina,Swift,Maruti,Sedan,Black,Manual,5,4,Petrol,2016,7300,70790,97,2022-11-13,Un Sold,,6260,,,Agent D,3,0,Average
QQCOPI,Kamkar,North Carolina,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Petrol,2018,6600,443529,92,2022-07-04,Un Sold,,4922,,,Agent C,4,0,Good
9N7L99,Skipper,Philadelphia,Scorpio,Mahindra,SUV,Red,Manual,4,5,Hybrid,2021,8800,17526,91,2016-04-28,Sold,2021-09-22,7834,7823,-0.1404135818228236,Agent E,1,0,Excellent
DJKNY7,Motor,Philadelphia,Etriga,Maruti,Hatchback,White,Manual,4,2,Diesel,2016,6900,2592,99,2024-10-17,Un Sold,,6353,,,Agent B,3,0,Excellent
O8EGXN,Oto,Texas,Dzire,Maruti,Sedan,Gray,Manual,4,4,Petrol,2020,6900,46599,109,2023-10-27,Un Sold,,5920,,,Agent E,3,0,Excellent
7V0OIE,Carmudi,Tucson,i20,Hyundai,Hatchback,Blue,Automatic,4,2,Hybrid,2016,7800,938676,102,2023-01-06,Un Sold,,6212,,,Agent A,1,0,Good
PT47P5,Carmudi,North Carolina,Scorpio,Mahindra,SUV,Gray,Manual,7,4,Hybrid,2018,9100,90521,234,2020-04-02,Un Sold,,8476,,,Agent A,2,0,Poor
ZHCW0L,Sobri,North Carolina,Scorpio,Mahindra,SUV,Blue,Automatic,5,2,Hybrid,2019,9000,230438,110,2019-04-05,Sold,2019-06-05,7607,7604,-0.03943736032601551,Agent D,2,0,Good
LNCJTR,Cars24,North Carolina,Swift,Maruti,Sedan,White,Manual,4,5,Petrol,2022,6700,25384,92,2018-05-04,Sold,2023-04-13,5993,5988,-0.0834306691139663,Agent C,2,0,Good
92N607,Olx,San Jose,Hilux,Toyota,Truck,White,Automatic,5,4,Hybrid,2022,8200,595640,101,2021-05-15,Un Sold,,7541,,,Agent B,3,0,Excellent
2WY2WP,Cars24,Texas,Etriga,Maruti,Hatchback,Blue,Manual,5,4,Electric,2021,7800,338694,100,2019-06-28,Un Sold,,5975,,,Agent D,3,0,Good
X27ENV,Motor,Philadelphia,Dzire,Maruti,Sedan,Blue,Manual,4,4,Electric,2024,8000,54173,96,2017-03-08,Un Sold,,7319,,,Agent C,3,0,Excellent
23AN7K,Kamkar,Oklahoma,Fortuner,Toyota,SUV,Gray,Manual,4,5,Petrol,2021,7800,52701,155,2024-10-10,Un Sold,,6285,,,Agent C,2,0,Good
L7F2H2,Olx,Texas,i20,Hyundai,Hatchback,Black,Manual,4,5,Hybrid,2023,7100,49652,101,2015-09-22,Un Sold,,5104,,,Agent A,1,0,Good
VQB8M4,Olx,San Jose,Kags,Renault,SUV,Blue,Automatic,4,4,Hybrid,2022,8700,12079,94,2024-03-15,Un Sold,,7156,,,Agent A,5,0,Excellent
FHYPFT,Marchi,San Jose,Kags,Renault,SUV,White,Manual,5,4,Diesel,2017,8300,58799,97,2019-10-22,Sold,2020-01-01,6796,6792,-0.05885815185403178,Agent B,3,0,Good
BR6CBT,Trivett,Texas,Fortuner,Toyota,SUV,Gray,Automatic,4,4,Hybrid,2017,9200,35605,101,2018-02-07,Un Sold,,7344,,,Agent D,2,0,Average
CL3NBV,Zupps,Portland,Fortuner,Toyota,SUV,Blue,Manual,5,4,Petrol,2018,8100,47545,104,2021-04-08,Un Sold,,7264,,,Agent B,3,0,Excellent
AB3N9Z,Sobri,Utah,Plato,Prazo,Convertible,Black,Automatic,4,2,Diesel,2022,8800,59061,90,2021-06-27,Un Sold,,7095,,,Agent A,5,0,Average
GARQVG,Marchi,Detroit,Thar,Mahindra,SUV,Red,Manual,4,4,Hybrid,2018,9100,68564,246,2015-12-25,Sold,2018-03-27,7812,7809,-0.03840245775729647,Agent B,5,0,Average
8Q0GGH,Carsome,New York,Plato,Prazo,Convertible,Blue,Manual,5,4,Hybrid,2022,9700,64914,109,2023-07-10,Un Sold,,7774,,,Agent D,1,0,Good
L8KLKF,Carousell,Detroit,Seltos,Kia,Hatchback,White,Manual,4,5,Hybrid,2019,7500,74653,106,2018-08-07,Sold,2021-12-06,6263,6256,-0.1117675235510139,Agent C,2,0,Average
LJ3BE4,Kamkar,Philadelphia,Plato,Prazo,Convertible,Blue,Manual,5,4,Electric,2017,10700,19410,107,2016-07-24,Un Sold,,9455,,,Agent C,5,0,Excellent
85CEYR,Olx,Detroit,Hilux,Toyota,Truck,Gray,Manual,4,5,Diesel,2015,8000,50531,101,2017-05-05,Un Sold,,6974,,,Agent A,4,0,Good
3BAOG1,APE,Chicago,Fortuner,Toyota,SUV,Black,Manual,5,4,Electric,2015,9900,34954,98,2019-09-19,Sold,2023-05-24,9275,9283,0.08625336927223719,Agent C,4,0.016,Excellent
PGV4VD,Cars24,Chicago,Fortuner,Toyota,SUV,Red,Manual,2,5,Petrol,2018,8100,58386,99,2021-02-28,Un Sold,,7170,,,Agent E,5,0,Good
10N1O9,Kamkar,Madison,Scorpio,Mahindra,SUV,Gray,Manual,7,5,Diesel,2016,8400,31571,106,2022-11-28,Sold,2024-05-13,7528,7542,0.18597236981934112,Agent D,4,0.028,Good
